test_year,timestamp,close,cash,btc,equity_before_action,equity,prob_up,y_pred,action
2016,2016-07-07,640.56201171875,10648.917359953148,0.0,10648.917359953148,10648.917359953148,0.49211055,0,HOLD
2016,2016-07-08,666.5230102539062,10648.917359953148,0.0,10648.917359953148,10648.917359953148,0.11166818,0,HOLD
2016,2016-07-09,650.9600219726562,10648.917359953148,0.0,10648.917359953148,10648.917359953148,0.28278518,0,HOLD
2016,2016-07-10,649.3599853515625,10648.917359953148,0.0,10648.917359953148,10648.917359953148,0.5094011,1,HOLD
2016,2016-07-11,647.6589965820312,10648.917359953148,0.0,10648.917359953148,10648.917359953148,0.5570026,1,HOLD
2016,2016-07-12,664.551025390625,10648.917359953148,0.0,10648.917359953148,10648.917359953148,0.42881778,0,HOLD
2016,2016-07-13,654.468017578125,0.0,16.293297788868877,10648.917359953148,10663.442303691061,0.60904163,1,BUY
2016,2016-07-14,658.0780029296875,0.0,16.293297788868877,10722.260870037524,10722.260870037524,0.63471305,1,HOLD
2016,2016-07-15,663.2550048828125,0.0,16.293297788868877,10806.611304513344,10806.611304513344,0.7383857,1,HOLD
2016,2016-07-16,660.7670288085938,0.0,16.293297788868877,10766.073969444518,10766.073969444518,0.45662904,0,HOLD
2016,2016-07-17,679.458984375,0.0,16.293297788868877,11070.62756774428,11070.62756774428,0.07056522,0,HOLD
2016,2016-07-18,673.1060180664062,10950.159057880133,0.0,10967.116795835711,10950.159057880133,0.04294983,0,SELL
2016,2016-07-19,672.864013671875,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.07766461,0,HOLD
2016,2016-07-20,665.6849975585938,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.05323783,0,HOLD
2016,2016-07-21,665.0120239257812,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.0781444,0,HOLD
2016,2016-07-22,650.6190185546875,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.16452363,0,HOLD
2016,2016-07-23,655.5560302734375,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.18073802,0,HOLD
2016,2016-07-24,661.2849731445312,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.103768334,0,HOLD
2016,2016-07-25,654.0969848632812,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.13044927,0,HOLD
2016,2016-07-26,651.7839965820312,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.17777114,0,HOLD
2016,2016-07-27,654.3519897460938,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.11745858,0,HOLD
2016,2016-07-28,655.0349731445312,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.08147455,0,HOLD
2016,2016-07-29,656.9920043945312,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.15422913,0,HOLD
2016,2016-07-30,655.0469970703125,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.06423076,0,HOLD
2016,2016-07-31,624.6810302734375,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.10978136,0,HOLD
2016,2016-08-01,606.27197265625,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.28968668,0,HOLD
2016,2016-08-02,547.4650268554688,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.53021514,1,HOLD
2016,2016-08-03,566.35498046875,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.15761146,0,HOLD
2016,2016-08-04,578.2890014648438,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.21087612,0,HOLD
2016,2016-08-05,575.0430297851562,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.29588297,0,HOLD
2016,2016-08-06,587.7780151367188,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.12761672,0,HOLD
2016,2016-08-07,592.6900024414062,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.123564586,0,HOLD
2016,2016-08-08,591.0540161132812,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.23512201,0,HOLD
2016,2016-08-09,587.801025390625,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.43896922,0,HOLD
2016,2016-08-10,592.10302734375,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.27359912,0,HOLD
2016,2016-08-11,589.1199951171875,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.3915273,0,HOLD
2016,2016-08-12,587.5590209960938,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.44606704,0,HOLD
2016,2016-08-13,585.5880126953125,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.296107,0,HOLD
2016,2016-08-14,570.4730224609375,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.28268033,0,HOLD
