timestamp,action,price,rsi_14,units,gross_value,fee,cash_after_trade,position_units_after_trade,realized_pnl,equity_after_trade
2019-09-24,BUY,8620.56640625,23.08403860006113,6.306346489930397,54364.278697266585,54.41869739466125,0.0,6.306346489930397,,54364.278697266585
2020-01-14,SELL,8827.7646484375,71.89935444682713,6.306346489930397,55670.94260460547,55.67094260460547,55615.271662000865,0.0,1196.5742673396162,55615.271662000865
2020-03-12,BUY,4970.7880859375,14.08053668120061,11.177232951756423,55559.65639033887,55.615271662000865,0.0,11.177232951756423,,55559.65639033887
2020-04-29,SELL,8801.0380859375,76.19842809523166,11.177232951756423,98371.2529038039,98.3712529038039,98272.8816509001,0.0,42657.60998889924,98272.8816509001
2021-04-25,BUY,49004.25390625,29.86184358694075,2.0033895211845683,98174.6087692492,98.2728816509001,0.0,2.0033895211845683,,98174.6087692492
2021-07-28,SELL,39995.90625,70.51900487488966,2.0033895211845683,80127.37947153038,80.12737947153039,80047.25209205886,0.0,-18225.629558841247,80047.25209205886
2021-12-10,BUY,47243.3046875,29.775752408401527,1.692667466192837,79967.2048399668,80.04725209205886,0.0,1.692667466192837,,79967.2048399668
2022-03-29,SELL,47465.73046875,70.45434561571179,1.692667466192837,80343.6977235312,80.34369772353119,80263.35402580767,0.0,216.10193374881055,80263.35402580767
2022-05-09,BUY,30296.953125,24.678829498419127,2.646572754064089,80183.09067178186,80.26335402580767,0.0,2.646572754064089,,80183.09067178186
2023-01-11,SELL,17934.896484375,72.44396370297763,2.646572754064089,47466.00838250669,47.46600838250669,47418.54237412418,0.0,-32844.811651683485,47418.54237412418
2023-03-09,BUY,20363.021484375,28.921326238122244,2.3263307887829408,47371.12383175006,47.418542374124186,0.0,2.3263307887829408,,47371.12383175006
2023-03-17,SELL,27423.9296875,72.3441912600416,2.3263307887829408,63797.131981449784,63.79713198144979,63733.33484946833,0.0,16314.792475344148,63733.33484946833
2023-08-17,BUY,26664.55078125,21.6443939930779,2.3877995184299188,63669.601514618866,63.733334849468335,0.0,2.3877995184299188,,63669.601514618866
2023-10-20,SELL,29682.94921875,72.66304081243202,2.3877995184299188,70876.93185011098,70.87693185011098,70806.05491826087,0.0,7072.720068792536,70806.05491826087
2024-06-24,BUY,60277.4140625,25.751152034516924,1.1734950804292827,70735.24886334261,70.80605491826087,0.0,1.1734950804292827,,70735.24886334261
2024-10-20,SELL,69001.703125,70.33468773784755,1.1734950804292827,80973.15915842936,80.97315915842937,80892.18599927094,0.0,10086.13108101007,80892.18599927094
2025-02-26,BUY,84347.0234375,24.684969627940703,0.9580811571039225,80811.29381327167,80.89218599927094,0.0,0.9580811571039225,,80811.29381327167
2025-05-02,SELL,96910.0703125,70.12922372101409,0.9580811571039225,92847.71230002248,92.84771230002248,92754.86458772246,0.0,11862.678588451527,92754.86458772246
2025-11-14,BUY,94397.7890625,29.9910929166818,0.9816131356824884,92662.10972313474,92.75486458772247,0.0,0.9816131356824884,,92662.10972313474
